Geneva49Cells
10 topics
100 iterations


TOPIC:
viii	0.08218373932972341
xiii	0.062194684977839816
xiiii	0.059443364661471036
xvii	0.053658739554472444
xviii	0.049622315233403505
xxiii	0.039143344675239965
xxii	0.03643449895057318
xxiiii	0.035793868785895064
xxvi	0.034115936286311606
xxvii	0.030531417928286984

TOPIC:
agnoscitur	0.02163986162521754
filius	0.02090479665890477
agnoscit	0.01892189108775788
quem	0.017872838532618267
iuxta	0.011405122324086706
mensibus	0.008811763723016256
eius	0.008382258858313871
cuius	0.008273759536572048
constantini	0.007211050596819539
anno	0.0058842369750158885

TOPIC:
usque	0.023983255516076784
post	0.009732714367084267
iudaeorum	0.009247891440601638
romanis	0.007501877513866736
iudeam	0.007434419704265727
annum	0.007005186320473165
quod	0.006954630670539552
pontifex	0.006320025348266351
iudeorum	0.006314791174320324
romanorum	0.006107717594405875

TOPIC:
morit	0.023540187076099763
moritur	0.02352565309141738
apud	0.023518569937509507
habetur	0.01383008354172457
romae	0.010961558538354982
occidit	0.00930855222051344
occiditur	0.009058899630138196
clarus	0.007565745833141455
scriptor	0.006752934791931008
aetatis	0.0061923692207549366

TOPIC:
iiii	0.13295415969136704
milia	0.03231704903281327
xxix	0.030155113273614236
xxxv	0.022501006800838594
xxxvii	0.017082633287791055
aegyptiorvm	0.010408445195535965
alexandrinorvm	0.009890752184049584
consvlvm	0.0088295149779157
persarvm	0.008363600372215738
lydorvm	0.007879969714545926

TOPIC:
olympias	0.11401708445345615
olymp	0.10277840538713184
annis	0.0916675434106373
romanorvm	0.0408013463060332
anni	0.029140063468700114
syriae	0.011784731367034219
olyp	0.011194469754336649
romanorv	0.010422473989192858
asiae	0.00999827069998675
romani	0.009612269782294834

TOPIC:
episcopus	0.03382697973521417
post	0.029950211091623647
rome	0.023966082139014192
ecclesie	0.023506394085038487
eccle	0.022971030437031092
epus	0.017683065063116475
ordinatur	0.0126235697605657
ordinat	0.011802294731021483
episcopatum	0.009434967756694659
romane	0.00854500619102358

TOPIC:
olympias	0.0374322616792019
olymp	0.03378225655559514
annis	0.03376690479472119
milia	0.021738499638391747
anni	0.014565495773058195
habetur	0.00848228308467733
iiii	0.008329825204468417
quem	0.007088835090118822
apud	0.006928961071116314
morit	0.006692622007467133

TOPIC:
milia	0.027911200213199018
bellum	0.012217473049461788
aliter	0.0072629729394343215
sunt	0.007188388007749143
post	0.007131608470326361
habentur	0.006958369734357367
athenis	0.00660222779768779
syrie	0.006103231305684172
antoninus	0.005630016271675213
contra	0.00542412717560646

TOPIC:
anno	0.028545963730378484
quae	0.01101697824963705
unknown	0.010536654883236778
templum	0.00859091390999659
scribit	0.007768365574393583
sunt	0.00739067163559645
iudeorum	0.007266506804563841
regis	0.0060685602670359756
domitianus	0.005619752850167664
hierosolimis	0.00543459630854163
